"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water"
422.53,1112.5,142.06,-8.8352,-6.2544,-1.6613,0.5
420,1112.5,140.94,-1.8474,-1.4952,-0.23742,0.5
420,1112.1,141,-1.7247,-1.3877,0.070352,0.5
422.43,1110.2,142.85,-11.216,-8.6718,-0.73205,0.5
425.04,1112.5,142.62,-11.816,-8.0499,-2.7228,0.5
427.43,1109.9,142.55,-11.569,-9.6432,-1.6558,0.5
427.53,1111.6,143.02,-11.073,-8.4403,-3.3399,0.5
424.93,1109.9,143.15,-12.192,-9.6738,-1.5612,0.5
430.27,1110.3,142.13,-10.541,-9.0002,-3.4401,0.5
429.88,1110,141.48,-4.6193,-3.9925,-1.4626,0.5
432.68,1110.3,141.5,-1.8391,-1.4686,-0.69507,0.5
431.06,1110,141.14,0,0,0,0.5
415.01,1116,142.49,-11.76,-8.4546,-0.80667,0.5
417.54,1115,142.5,-11.617,-8.3006,-2.5062,0.5
417.56,1115.1,142.51,-11.584,-8.277,-2.499,0.5
415.08,1115,141.91,-7.3272,-5.5237,-0.33782,0.5
435.06,1112.2,144.81,-10.523,-9.6978,-6.9998,0.5
437.91,1111.3,145.1,-5.4962,-5.3839,-3.7427,0.5
437.89,1112.6,145.6,-4.5409,-4.614,-3.7304,0.5
435.12,1112.6,144.93,-10.134,-9.6683,-7.0977,0.5
427.58,1117.2,144.63,-11.776,-9.0937,-6.0456,0.5
427.58,1117.6,144.86,-11.484,-8.759,-6.2182,0.5
426.23,1117.6,144.6,-11.835,-9.0135,-5.9829,0.5
430.1,1115.2,144.66,-11.077,-9.2939,-6.7528,0.5
430.16,1115.1,144.67,-11.192,-9.394,-6.8328,0.5
432.59,1115.1,145.46,-9.7249,-8.9674,-7.3583,0.5
430.4,1117.9,145.66,-4.6037,-3.5855,-3.7693,0.5
432.57,1117.7,146.22,-5.5546,-4.9667,-4.1808,0.5
435.3,1115.3,146.11,-5.7753,-5.7126,-4.5412,0.5
437.57,1115,146.48,-7.1365,-6.6264,-4.3923,0.5
435.04,1117.5,146.53,-6.419,-5.9284,-4.3163,0.5
437.11,1117.2,147.47,-9.7598,-8.9896,-4.6708,0.5
420.07,1120.9,144.73,-12.738,-7.9848,-5.5868,0.5
420.79,1120.1,144.72,-12.612,-8.2477,-5.5624,0.5
