"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water"
477.64,1106.1,150.47,-5.3846,-14.907,-3.4552,0.5
477.94,1105.9,150.36,-5.4181,-14.975,-3.3837,0.5
478,1106.2,150.5,-5.4638,-14.954,-3.4205,0.5
482.01,1109.5,151.87,-5.1305,-14.271,-3.7341,0.5
481.99,1109.5,151.89,-5.1381,-14.27,-3.7271,0.5
481.8,1109.5,151.83,-5.1556,-14.282,-3.7072,0.5
432.58,1118,144.3,-0.19001,-0.16656,-0.13026,0.5
432.58,1118.1,144.34,0.033658,0.0588,-0.053804,0.5
432.42,1118.1,144.26,0,0,0,0.5
434.97,1117.5,144.83,-0.0437,0.074588,-0.30541,0.5
435.14,1117,144.45,0,0,0,0.5
435.25,1117.4,144.89,-0.80447,-0.8942,-0.28023,0.5
425.17,1122.7,144.52,-0.78635,-0.27997,-0.33722,0.5
425.57,1121.5,143.86,0,0,0,0.5
426.07,1122.6,144.64,-3.6133,-1.8558,-0.43599,0.5
430.02,1120.1,144.68,0.22246,0.6438,-0.054059,0.5
430.73,1120,144.91,-2.5633,-1.5163,-0.44965,0.5
429.96,1120.4,144.7,-1.31,-0.60251,-0.11426,0.5
423.1,1125.1,144.19,-0.33142,-0.16346,-0.20936,0.5
422.58,1127.5,144.39,-0.37282,-0.17806,-0.26711,0.5
421.3,1128,143.89,0,0,0,0.5
422.74,1125.1,144.08,-1.4187,-0.77192,-0.4292,0.5
418.21,1130.6,144.16,-1.0032,-0.60128,-0.34954,0.5
417.97,1132.5,144.72,-1.3631,-1.0431,-0.65776,0.5
416.22,1132.5,144.45,-6.9032,-3.8371,-1.3465,0.5
417.36,1130.5,144.05,-3.1073,-1.8548,-0.84852,0.5
420.16,1130.1,144.59,-1.4716,-0.79544,-0.36462,0.5
421.22,1130.1,144.83,-4.5134,-2.5951,-0.52834,0.5
420.12,1131.6,144.82,-5.9811,-3.3727,-0.26739,0.5
416.2,1137,143.7,0,0,0,0.5
416.23,1135.4,143.74,0,0,0,0.5
417.59,1135,144.8,-0.88271,-1.2238,-0.65251,0.5
417.6,1137.5,144.76,-1.2081,-1.7857,-0.82221,0.5
412.91,1142.1,143.9,-4.4079,-2.2419,-1.3964,0.5
413.09,1143.2,144.23,-1.544,-0.71382,-0.72634,0.5
411.96,1143.1,143.83,-4.3002,-2.2259,-1.7367,0.5
415.02,1141.1,144.27,-7.6654,-3.8373,-1.6156,0.5
416.07,1140,144.25,-7.629,-3.819,-1.6079,0.5
417.9,1140,144.63,-1.7562,-1.3929,-1.1316,0.5
415.07,1143,144.61,-1.9771,-0.73459,-0.58776,0.5
417.52,1142.5,144.74,-2.185,-0.68523,-0.77406,0.5
412.6,1146.7,145.13,-6.7686,-3.3806,-0.4682,0.5
411.69,1147.6,144.88,-5.5047,-2.7494,-0.38078,0.5
410.6,1147.7,144.43,-0.79785,0.42408,-0.34342,0.5
412.6,1145.2,144.83,-2.1997,-0.6246,-0.77766,0.5
410.67,1145.7,144.14,-0.98044,-0.28477,-0.86206,0.5
401.29,1187.4,145.42,-6.4667,0.15189,0.75799,0.5
402.17,1186.2,144.46,0,0,0,0.5
402.24,1187.4,145.46,-3.1364,0.17655,0.72557,0.5
403.99,1187.1,143.86,-2.442,-0.74183,0.12367,0.5
405.7,1187.7,144.08,-6.0414,-0.4999,-1.0873,0.5
403.9,1187.9,144.45,-2.6403,0.017628,0.59493,0.5
413.02,1185.6,146.53,-5.6618,0.93793,-2.3438,0.5
412.43,1187.5,146.32,-7.4741,1.2382,-3.094,0.5
411.25,1187.5,144.58,0,0,0,0.5
412.88,1184.4,146.24,-2.0519,0.147,-1.0237,0.5
411.96,1185.1,145.46,0,0,0,0.5
397.52,1192.4,145.66,-5.6934,0.15687,-0.12544,0.5
395.02,1192.5,145.59,-3.8144,-0.51044,0.40023,0.5
395.09,1191.8,145.64,-3.4392,-0.33302,0.21065,0.5
397.61,1191.1,145.85,-6.5382,-0.10051,0.066804,0.5
400.09,1189.9,146.12,-12.175,0.037411,0.25789,0.5
400.47,1189.6,146.1,-12.16,-0.11372,0.72392,0.5
402.34,1189.2,145.94,-11.804,-0.096985,2.5671,0.5
400.01,1192.3,146.1,-12.333,1.1389,-0.42794,0.5
