"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water"
537.62,1082,154.66,-1.328,-1.1392,0.44764,0.5
537.19,1082,154.72,-1.2641,-1.3032,0.34772,0.5
505.18,1085,154.96,-0.39566,-0.6284,-0.023329,0.5
507.88,1084.8,155.01,-0.38249,-0.65683,0.088336,0.5
504.7,1087.9,154.97,-0.77488,-1.6349,0.55377,0.5
508.16,1087.1,154.78,-0.54769,-1.1032,0.29101,0.5
510.15,1084.7,155.03,-0.012522,-0.37855,0.10677,0.5
512.37,1084.5,155.08,0.078473,-0.81168,0.080592,0.5
510.32,1086.8,154.71,-0.22758,-0.8715,0.15083,0.5
512.46,1087,155.34,-0.084074,-1.137,0.19105,0.5
514.84,1084.3,155.42,0.053202,-0.62297,0.06421,0.5
517.59,1084.2,155.42,-0.11693,-0.41496,0.073435,0.5
514.98,1087.1,155.63,-0.15582,-0.88203,0.13605,0.5
517.67,1087.3,155.81,-0.34963,-0.67275,0.10851,0.5
521.72,1087.4,155.57,-0.25402,-0.47122,0.12997,0.5
522.51,1084.7,155.43,-0.18618,-0.37855,0.048227,0.5
522.47,1086.7,155.47,-0.19437,-0.4389,0.12364,0.5
520.05,1087.3,155.75,-0.36209,-0.47841,0.078612,0.5
520.13,1084.5,155.24,-0.26161,-0.33043,0.086102,0.5
527.1,1084.9,154.87,-0.32115,-0.87788,0.18623,0.5
527.49,1084.9,154.76,-0.35659,-0.93822,0.21131,0.5
527.49,1085,154.77,-0.35825,-0.93764,0.21455,0.5
529.92,1085.5,154.69,-0.6747,-1.485,0.2219,0.5
532.45,1084.5,155.22,-0.62121,-2.0675,-0.084315,0.5
532.46,1086,155.31,-0.81304,-2.0511,-0.077371,0.5
529.9,1084.8,154.63,-0.59691,-1.46,0.20427,0.5
535.26,1084.9,155.69,-0.955,-1.7489,-0.0038263,0.5
537.94,1084.5,155.27,-1.4916,-1.0992,0.20038,0.5
535.59,1086.7,155.93,-1.0674,-1.6075,-0.17528,0.5
537.92,1086.9,155.96,-1.2116,-1.2596,-0.14637,0.5
539.85,1084.6,155.48,-1.7299,-0.92383,-0.012059,0.5
540.85,1086.9,156.28,-1.2945,-1.2018,-0.14195,0.5
539.81,1086.9,156.03,-1.2651,-1.2109,-0.16375,0.5
540.66,1084.5,155.77,-1.7152,-0.96999,-0.09477,0.5
502.69,1091.8,152.43,-0.5205,-0.063359,0.27206,0.5
502.23,1090.2,152.85,-0.13402,-0.12024,0.076206,0.5
502.43,1090.2,153,-0.29256,-0.37281,0.19439,0.5
502.89,1091.8,152.44,-0.72128,-0.11015,0.46467,0.5
507.03,1092.4,151.13,-1.4485,-1.1178,1.7956,0.5
509.03,1089.5,154.56,-0.80765,-1.2395,0.94145,0.5
507.64,1092,151.79,-1.2245,-1.1716,1.3946,0.5
505.36,1092.4,150.42,-1.6072,-1.1577,2.5306,0.5
503.71,1090.5,153.85,-1.0556,-1.7156,1.6478,0.5
510.27,1091.1,152.87,-0.49338,-0.80432,0.32266,0.5
512.61,1089.8,155.24,-0.31505,-1.2097,0.24095,0.5
512.59,1091.1,154.93,-0.41439,-0.96632,0.15593,0.5
510.42,1089.4,154.84,-0.29535,-0.95104,0.24422,0.5
514.98,1091.4,155.76,-0.45288,-0.77383,0.032058,0.5
