"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water"
596.63,1052.3,153.82,-5.3678,0.15955,2.5415,0.5
594.64,1052.2,154.03,-2.8451,0.88531,0.56011,0.5
594.65,1051.7,153.87,-0.41807,0.76651,-0.12149,0.5
596.36,1049.8,153.47,1.9983,0.54038,-1.2682,0.5
512.07,1057.6,149.76,0.71176,-0.057369,0.80546,0.5
512.86,1056.8,149.11,0,0,0,0.5
512.83,1057.6,149.93,-0.32453,0.017881,2.3599,0.5
516.98,1057.4,150.78,-0.054897,-2.229,-3.7053,0.5
513.95,1057.6,150.94,1.0205,-1.3293,-0.81713,0.5
514.19,1055.6,149.59,0,0,0,0.5
517.05,1056.1,150.64,0.71272,-4.5588,3.624,0.5
557.81,1057.2,154.94,-0.10457,-0.053636,-0.0056154,0.5
555.28,1057.4,155.25,-0.30826,-1.2591,-0.51924,0.5
555.48,1054.9,154.69,-1.9637,-0.03075,-0.22557,0.5
557.99,1054.8,154.36,-0.0025365,-0.0051212,-9.4941e-05,0.5
561.11,1054.3,154.64,-0.0022498,-0.0050998,0.00037141,0.5
561.7,1054.3,154.55,-0.0020286,-0.0050041,0.00044034,0.5
562.96,1054.6,154.34,-0.002066,-0.0054236,0.00051695,0.5
560.51,1057,154.64,-0.0043072,-0.0071649,0.00051668,0.5
562.89,1057.2,154.51,-0.0031048,-0.0074983,0.00099116,0.5
564.88,1054.8,154.46,-0.0012241,-0.0058354,0.00061333,0.5
567.12,1054.9,154.72,-0.00034788,-0.0067326,0.0006589,0.5
564.98,1057.4,154.43,-0.0015189,-0.0078933,0.001245,0.5
567.21,1057.6,154.63,-0.00044083,-0.0082724,0.0014096,0.5
570,1055,155.09,0.00031828,-0.0086996,0.00070674,0.5
572.91,1055.1,154.76,0.00065829,-0.007652,0.00083616,0.5
570.02,1057.7,154.84,1.3181e-05,-0.0086508,0.001549,0.5
572.98,1057.8,154.57,0.00041389,-0.0087386,0.0016258,0.5
575.03,1055.2,154.42,0.0010337,-0.004745,0.00091519,0.5
577.47,1055.1,154.75,0.0018553,-0.0040152,0.00067766,0.5
575.07,1057.8,154.06,0.0021388,-0.0066168,0.0015069,0.5
577.14,1057.7,154.53,0.0041407,-0.0020502,0.0014173,0.5
580.07,1054.8,154.49,0.002555,-0.0032034,0.00050522,0.5
582.31,1054.7,154.41,0.0026878,-0.0028673,0.00022623,0.5
579.69,1057.3,154.69,0.0050116,0.00040445,0.0014423,0.5
582.24,1057.1,154.78,0.0042092,-0.0017434,0.00069506,0.5
584.73,1054.8,155.09,1.0387,2.7015,0.024639,0.5
587.27,1054.8,155.47,0.55277,4.5757,0.029386,0.5
584.82,1057.1,155.3,0.93325,2.5046,0.027271,0.5
587.35,1057.3,155.45,0.060735,4.2747,0.055571,0.5
589.89,1054.9,155.24,-2.2045,3.7835,0.48499,0.5
592.36,1054.8,154.53,-4.3775,3.5282,1.152,0.5
589.87,1057.3,154.98,-2.5576,4.8433,0.30236,0.5
592.37,1057.3,153.99,-3.4582,4.2827,0.18987,0.5
594.73,1054.9,153.55,-3.0648,2.5633,0.80676,0.5
597,1054.9,153.69,-1.1927,1.1699,0.10008,0.5
594.98,1057.3,152.22,-2.2892,3.1321,-0.15835,0.5
505.88,1063.1,149.57,0,0,0,0.5
506.76,1062.5,149.75,0,0,0,0.5
506.55,1063,150.7,0.072257,1.7433,1.0399,0.5
512.51,1062.3,151.77,-0.008172,0.0094563,0.017458,0.5
512.54,1060.1,151.3,-0.85397,-0.83927,-0.1618,0.5
512.52,1062.3,151.77,-0.009275,0.012086,0.017952,0.5
510.03,1062.9,151.55,0.098527,-1.1833,-0.21311,0.5
510.27,1060.5,150.72,-1.1337,-2.0578,0.72082,0.5
514.72,1060.1,151.72,0.045573,0.020879,0.0040833,0.5
514.83,1062.7,151.9,-0.0031515,0.014261,0.012091,0.5
514.81,1062.3,151.87,0.0033774,0.016233,0.010964,0.5
517.35,1059.7,150.06,0.0038217,-0.0057805,-0.00023782,0.5
517.63,1061.9,151.33,0.22052,0.28661,0.043536,0.5
520.45,1063.2,150.44,0,0,0,0.5
521.58,1061.6,150.19,0,0,0,0.5
522.19,1062.5,150.76,0.32486,1.7581,-0.099904,0.5
549.6,1062.3,153.52,0.89648,2.0229,-0.43171,0.5
551.72,1060.4,154.52,0.070471,0.52694,-0.13966,0.5
552.18,1060.4,154.83,0.27886,-1.8042,0.67605,0.5
549.64,1062.7,153.7,1.7983,-1.6241,2.1576,0.5
552.05,1062.7,154.86,2.0359,-5.2838,2.0308,0.5
554.96,1060,155.59,0.59718,-1.8939,0.083441,0.5
557.61,1059.8,155.78,-0.038523,0.030218,0.0027668,0.5
554.68,1062.6,155.78,0.82272,-1.4974,0.19958,0.5
557.43,1062.4,156.67,-0.021788,0.0022186,-0.0038287,0.5
560.27,1059.7,155.66,-0.030706,0.052678,0.00998,0.5
