"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water"
594.65,1051.8,153.85,0,0,0,0.5
596.09,1049.8,153.58,0,0,0,0.5
596.39,1049.8,153.67,0,0,0,0.5
594.64,1052.2,154,0,0,0,0.5
596.63,1052.3,153.8,0,0,0,0.5
511.73,1057.6,150.01,0,0,0,0.5
512.79,1056.3,149.12,0,0,0,0.5
512.76,1057.6,150.34,0,0,0,0.5
514.49,1055,149.72,0,0,0,0.5
517.06,1056,150.71,0,0,0,0.5
516.99,1057.4,150.84,0,0,0,0.5
514.04,1057.6,151.15,0,0,0,0.5
519.9,1057.5,149.71,0,0,0,0.5
555.48,1054.9,154.69,0,0,0,0.5
557.99,1054.8,154.36,0,0,0,0.5
555.28,1057.4,155.25,0,0,0,0.5
557.81,1057.2,154.94,0,0,0,0.5
561.15,1054.1,154.64,0,0,0,0.5
562.96,1054.6,154.34,0,0,0,0.5
560.51,1057,154.64,0,0,0,0.5
562.89,1057.2,154.51,0,0,0,0.5
564.88,1054.8,154.46,0,0,0,0.5
567.12,1054.9,154.72,0,0,0,0.5
564.98,1057.4,154.43,0,0,0,0.5
567.21,1057.6,154.62,0,0,0,0.5
570,1055,155.09,0,0,0,0.5
572.91,1055.1,154.76,0,0,0,0.5
570.02,1057.7,154.84,0,0,0,0.5
572.98,1057.8,154.56,0,0,0,0.5
575.03,1055.2,154.42,0,0,0,0.5
577.47,1055.1,154.75,0,0,0,0.5
575.07,1057.8,154.05,0,0,0,0.5
577.14,1057.7,154.52,0,0,0,0.5
580.07,1054.8,154.49,0,0,0,0.5
582.31,1054.7,154.41,0,0,0,0.5
579.69,1057.3,154.68,0,0,0,0.5
582.24,1057.1,154.77,0,0,0,0.5
584.73,1054.8,155.09,0,0,0,0.5
587.27,1054.8,155.47,0,0,0,0.5
584.82,1057.1,155.3,0,0,0,0.5
587.35,1057.3,155.45,0,0,0,0.5
589.89,1054.9,155.24,0,0,0,0.5
592.36,1054.8,154.53,0,0,0,0.5
589.87,1057.3,154.98,0,0,0,0.5
592.37,1057.3,153.98,0,0,0,0.5
594.73,1054.9,153.52,0,0,0,0.5
597.04,1054.9,153.67,0,0,0,0.5
594.98,1057.4,152.2,0,0,0,0.5
505.86,1063.2,149.58,0,0,0,0.5
507.06,1062.2,149.83,0,0,0,0.5
506.72,1063,151.05,0,0,0,0.5
510.02,1062.8,151.71,0,0,0,0.5
512.54,1060.1,151.3,0,0,0,0.5
512.52,1062.3,151.77,0,0,0,0.5
510.26,1060.5,150.93,0,0,0,0.5
514.7,1060.1,151.72,0,0,0,0.5
517.63,1061.9,151.33,0,0,0,0.5
514.83,1062.7,151.9,0,0,0,0.5
517.35,1059.7,150.05,0,0,0,0.5
522.2,1062.5,151,0,0,0,0.5
520.18,1063.3,150.48,0,0,0,0.5
521.28,1061.1,150.17,0,0,0,0.5
549.61,1062.4,153.5,0,0,0,0.5
551.74,1060.4,154.52,0,0,0,0.5
552.18,1060.4,154.83,0,0,0,0.5
549.64,1062.7,153.64,0,0,0,0.5
552.05,1062.7,154.85,0,0,0,0.5
557.43,1062.4,156.67,0,0,0,0.5
557.61,1059.8,155.78,0,0,0,0.5
554.68,1062.6,155.78,0,0,0,0.5
554.96,1060,155.59,0,0,0,0.5
560.15,1062.3,156.67,0,0,0,0.5
562.81,1059.8,155.59,0,0,0,0.5
562.77,1062.4,156.56,0,0,0,0.5
560.27,1059.7,155.65,0,0,0,0.5
565.19,1062.4,156.41,0,0,0,0.5
567.4,1060.1,155.48,0,0,0,0.5
567.54,1062.5,156.39,0,0,0,0.5
565.11,1060,155.47,0,0,0,0.5
570.01,1062.6,156.41,0,0,0,0.5
572.77,1060.1,155.48,0,0,0,0.5
572.47,1062.4,156.38,0,0,0,0.5
570.03,1060.2,155.6,0,0,0,0.5
574.67,1062.2,156.35,0,0,0,0.5
577,1059.8,155.28,0,0,0,0.5
576.86,1062,156.58,0,0,0,0.5
574.95,1059.9,155.15,0,0,0,0.5
579.36,1059.7,155.13,0,0,0,0.5
582.08,1059.5,155.15,0,0,0,0.5
579.29,1062,156.32,0,0,0,0.5
582.04,1062,156.39,0,0,0,0.5
584.92,1059.5,155.51,0,0,0,0.5
587.41,1059.6,155.56,0,0,0,0.5
584.87,1062.1,156.4,0,0,0,0.5
587.4,1062.1,156.53,0,0,0,0.5
589.84,1059.6,155.69,0,0,0,0.5
592.34,1059.6,154.71,0,0,0,0.5
589.81,1062,156.26,0,0,0,0.5
507.24,1065.3,151.76,0,0,0,0.5
505.04,1065.5,149.89,0,0,0,0.5
507.28,1066.8,151.34,0,0,0,0.5
504.9,1067.2,149.73,0,0,0,0.5
509.99,1064.8,151.68,0,0,0,0.5
510.09,1067.1,151.57,0,0,0,0.5
512.53,1064.9,151.99,0,0,0,0.5
511.97,1067.7,152.42,0,0,0,0.5
514.16,1065,151.04,0,0,0,0.5
517.63,1064.6,150.99,0,0,0,0.5
514.84,1067.6,152.79,0,0,0,0.5
517.54,1067.6,152.64,0,0,0,0.5
520.57,1064.3,151.59,0,0,0,0.5
522.67,1064.8,151.28,0,0,0,0.5
520.16,1067.4,152.57,0,0,0,0.5
522.72,1067.5,153.17,0,0,0,0.5
541.12,1068.3,150.42,0,0,0,0.5
542.05,1067.1,149.44,0,0,0,0.5
541.98,1068.3,150.62,0,0,0,0.5
544.27,1067.9,151.95,0,0,0,0.5
547.17,1065.1,152.34,0,0,0,0.5
546.93,1067.5,151.68,0,0,0,0.5
544.52,1065.4,150.46,0,0,0,0.5
549.71,1067.3,154.16,0,0,0,0.5
552.06,1065.1,154.88,0,0,0,0.5
552.11,1067.4,155.52,0,0,0,0.5
549.74,1065,153.88,0,0,0,0.5
554.56,1065.1,155.91,0,0,0,0.5
557.31,1065,156.65,0,0,0,0.5
554.58,1067.5,156.25,0,0,0,0.5
508.08,1068.8,151.41,0,0,0,0.5
510.83,1068.9,152.83,0,0,0,0.5
512.27,1070.5,153.34,0,0,0,0.5
510.44,1072.6,154.28,0,0,0,0.5
512.76,1072.6,154.54,0,0,0,0.5
515.28,1070.2,153.92,0,0,0,0.5
517.77,1070.4,153.68,0,0,0,0.5
515.36,1072.5,154.83,0,0,0,0.5
517.74,1072.4,154.33,0,0,0,0.5
519.91,1070.2,154.11,0,0,0,0.5
522.5,1070.2,154.22,0,0,0,0.5
519.91,1072.5,154.41,0,0,0,0.5
522.48,1072.7,154.2,0,0,0,0.5
525.67,1070.3,153.18,0,0,0,0.5
528.06,1071.9,150.58,0,0,0,0.5
528.16,1073,150.09,0,0,0,0.5
525.26,1070.2,153.53,0,0,0,0.5
525.37,1072.8,153.27,0,0,0,0.5
528.6,1073,149.18,0,0,0,0.5
539.53,1072.2,150.59,0,0,0,0.5
540.58,1069.3,150.64,0,0,0,0.5
541.98,1069.3,151.01,0,0,0,0.5
541.92,1072.2,151.16,0,0,0,0.5
506.47,1077.3,154.35,0,0,0,0.5
